"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"1970-08-28",0,"Turbidity","3.3"
"1970-08-28",0,"Organic Nitrogen","0.69"
"1970-08-28",0,"Alkalinity, total","120"
"1970-08-28",0,"Phosphorus","0.04"
"1970-08-28",0,"Total suspended solids","3.6"
"1970-08-28",0,"pH","8.6"
"1970-08-28",0,"Dissolved oxygen (DO)","8"
"1970-08-28",0,"Dissolved oxygen saturation","90.9091"
"1970-08-28",0,"Temperature, water","22.22"
"1970-08-28",0,"pH","8.4"
"1970-08-28",0,"Turbidity","2.6"
"1970-08-28",0,"Organic Nitrogen","0.73"
"1970-08-28",0,"Alkalinity, total","160"
"1970-08-28",0,"Phosphorus","0.05"
"1970-08-28",0,"Total suspended solids","5"
"1970-08-28",16.76,"Dissolved oxygen (DO)","0"
"1970-08-28",16.76,"Dissolved oxygen saturation","0"
"1970-08-28",16.76,"Temperature, water","17.22"
"1970-08-28",16.76,"pH","7.7"
"1970-08-28",16.76,"Turbidity","20"
"1970-08-28",16.76,"Organic Nitrogen","0.73"
"1970-08-28",16.76,"Alkalinity, total","110"
"1970-08-28",16.76,"Phosphorus","0.27"
"1970-08-28",16.76,"Total suspended solids","4"
"1970-08-28",0,"Dissolved oxygen (DO)","6.5"
"1970-08-28",0,"Dissolved oxygen saturation","73.8636"
"1970-08-28",0,"Temperature, water","22.22"
"1970-08-28",0,"pH","8.3"
"1970-08-28",0,"Turbidity","2.5"
"1970-08-28",0,"Organic Nitrogen","1.3"
"1970-08-28",0,"Total suspended solids","3"
"1970-08-28",0,"Phosphorus","0"
"1970-08-28",0,"Alkalinity, total","160"
"1970-08-28",11.58,"Temperature, water","18.33"
"1970-08-28",11.58,"pH","7.5"
"1970-08-28",0,"Temperature, water","22.78"
"1970-08-28",11.58,"Turbidity","17"
"1970-08-28",11.58,"Organic Nitrogen","0.8"
"1970-08-28",11.58,"Alkalinity, total","150"
"1970-08-28",11.58,"Phosphorus","0.22"
"1970-08-28",11.58,"Total suspended solids","3"
"1970-08-28",0,"pH","8.4"
"1970-08-28",0,"Turbidity","3.1"
"1970-08-28",0,"Organic Nitrogen","1"
"1970-08-28",0,"Alkalinity, total","150"
"1970-08-28",0,"Phosphorus","0.14"
"1970-08-28",0,"Total suspended solids","5"
"1970-08-28",0,"Dissolved oxygen (DO)","6.7"
"1970-08-28",0,"Dissolved oxygen saturation","76.1363"
"1970-08-28",0,"Temperature, water","22.22"
"1970-08-28",0,"pH","8.4"
"1970-08-28",0,"Turbidity","23"
"1970-08-28",0,"Organic Nitrogen","0.83"
"1970-08-28",0,"Alkalinity, total","160"
"1970-08-28",0,"Phosphorus","0.05"
"1970-08-28",0,"Total suspended solids","2"
"1973-09-21",0,"pH","8.3"
"1973-09-21",0,"Alkalinity, total","170"
"1974-07-29",0,"Temperature, water","22.78"
"1973-09-21",0,"Phosphorus","0.095"
"1973-09-21",0,"Phosphorus","0.024"
"1973-09-21",0,"Chloride","19.6"
"1973-09-21",0,"Sulfate","14"
"1973-09-21",0,"pH","8.6"
"1973-09-21",0,"Alkalinity, total","170"
"1973-09-21",0,"Phosphorus","0.025"
"1973-09-21",0,"Phosphorus","0.014"
"1973-09-21",0,"Chloride","18.7"
"1973-09-21",0,"Sulfate","10"
"1974-07-29",0,"Dissolved oxygen (DO)","7.4"
"1974-07-29",0,"Dissolved oxygen saturation","85.0574"
"1974-07-29",0,"Depth, Secchi disk depth","1.52"
"1974-07-29",0,"Temperature, water","23.06"
"1974-07-29",2.13,"Temperature, water","23.06"
"1974-07-29",3.96,"Temperature, water","22.78"
"1974-07-29",6.1,"Dissolved oxygen (DO)","6.9"
"1974-07-29",6.1,"Dissolved oxygen saturation","79.3103"
"1974-07-29",6.1,"Temperature, water","22.78"
"1974-07-29",7.92,"Temperature, water","20"
"1974-07-29",10.06,"Dissolved oxygen (DO)","6.2"
"1974-07-29",10.06,"Dissolved oxygen saturation","63.9175"
"1974-07-29",10.06,"Temperature, water","17.22"
"1974-07-29",11.89,"Temperature, water","15"
"1974-07-29",14.02,"Temperature, water","12.78"
"1974-07-29",0,"Dissolved oxygen (DO)","6.7"
"1974-07-29",0,"Dissolved oxygen saturation","77.0115"
"1974-07-29",0,"Depth, Secchi disk depth","1.46"
"1974-07-29",2.13,"Temperature, water","22.78"
"1974-07-29",3.96,"Temperature, water","22.78"
"1974-07-29",6.1,"Dissolved oxygen (DO)","5.7"
"1974-07-29",6.1,"Dissolved oxygen saturation","64.7727"
"1974-07-29",6.1,"Temperature, water","22.22"
"1974-07-29",7.92,"Temperature, water","21.39"
"1974-07-29",10.06,"Temperature, water","18.33"
"1974-07-29",11.89,"Temperature, water","16.11"
"1974-07-29",14.02,"Temperature, water","14.44"
"1974-08-15",0,"pH","8.4"
"1974-08-15",0,"Dissolved oxygen (DO)","12.4"
"1974-08-15",0,"Dissolved oxygen saturation","140.909"
"1974-08-15",0,"Depth, Secchi disk depth","1.52"
"1974-08-15",0,"Temperature, water","22"
"1974-08-15",0,"Specific conductance","335"
"1974-08-15",0,"Turbidity","10"
"1974-08-15",0,"Phosphorus","0.12"
"1974-08-15",0,"pH","8.5"
"1974-08-15",0,"Dissolved oxygen (DO)","12.4"
"1974-08-15",0,"Dissolved oxygen saturation","142.529"
"1974-08-15",0,"Depth, Secchi disk depth","1.22"
"1974-08-15",0,"Temperature, water","22.7"
"1974-08-15",0,"Specific conductance","340"
"1974-08-15",0,"Turbidity","12"
"1974-08-15",0,"Phosphorus","0.075"
"1974-08-15",0,"pH","8.6"
"1974-08-15",0,"Dissolved oxygen (DO)","11.4"
"1974-08-15",0,"Dissolved oxygen saturation","131.034"
"1974-08-15",0,"Depth, Secchi disk depth","1.68"
"1974-08-15",0,"Temperature, water","23.3"
"1974-08-15",0,"Specific conductance","340"
"1974-08-15",0,"Turbidity","16"
"1974-08-15",0,"Phosphorus","0.31"
"1974-08-15",0,"pH","8.8"
"1974-08-15",0,"Dissolved oxygen (DO)","12"
"1974-08-15",0,"Dissolved oxygen saturation","137.931"
"1974-08-15",0,"Depth, Secchi disk depth","2.44"
"1974-08-15",0,"Temperature, water","23.5"
"1974-08-15",0,"Specific conductance","300"
"1974-08-15",0,"Turbidity","8"
"1974-08-15",0,"Phosphorus","0.04"
"1976-05-06",0,"Dissolved oxygen (DO)","9.5"
"1976-05-06",0,"pH","8.4"
"1976-05-06",0,"Dissolved oxygen saturation","85.5856"
"1976-05-06",0,"Depth, Secchi disk depth","1.6764"
"1976-05-06",0,"Temperature, water","10.8"
"1976-05-06",0,"Specific conductance","380"
"1976-05-06",0,"pH","8.4"
"1976-05-06",0,"Turbidity","3.7"
"1976-05-06",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-06",0,"Alkalinity, total","190"
"1976-05-06",0,"Phosphorus","0.192"
"1976-05-06",0,"Phosphorus","0.134"
"1976-05-06",0,"Chlorophyll a, corrected for pheophytin","4.1"
"1976-05-06",1.52,"Dissolved oxygen (DO)","9.5"
"1976-05-06",1.52,"Dissolved oxygen saturation","85.5856"
"1976-05-06",1.52,"Temperature, water","10.7"
"1976-05-06",3.05,"Dissolved oxygen (DO)","9.5"
"1976-05-06",3.05,"Dissolved oxygen saturation","85.5856"
"1976-05-06",3.05,"Temperature, water","10.7"
"1976-05-06",4.57,"Dissolved oxygen (DO)","9.5"
"1976-05-06",4.57,"Dissolved oxygen saturation","85.5856"
"1976-05-06",4.57,"Temperature, water","10.7"
"1976-05-06",6.1,"Dissolved oxygen (DO)","9.5"
"1976-05-06",6.1,"Dissolved oxygen saturation","85.5856"
"1976-05-06",6.1,"Temperature, water","10.6"
"1976-05-06",7.62,"Dissolved oxygen (DO)","9.4"
"1976-05-06",7.62,"pH","8.4"
"1976-05-06",7.62,"Dissolved oxygen saturation","83.1858"
"1976-05-06",7.62,"Temperature, water","10.5"
"1976-05-06",7.62,"Specific conductance","380"
"1976-05-06",7.62,"pH","8.4"
"1976-05-06",7.62,"Turbidity","3.6"
"1976-05-06",0,"Phosphorus","0.045"
"1976-05-06",7.62,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-06",7.62,"Phosphorus","0.119"
"1976-05-06",7.62,"Phosphorus","0.09"
"1976-05-06",9.14,"Dissolved oxygen (DO)","9.3"
"1976-05-06",9.14,"Dissolved oxygen saturation","82.3009"
"1976-05-06",9.14,"Temperature, water","10.4"
"1976-05-06",0,"Dissolved oxygen (DO)","9.5"
"1976-05-06",0,"pH","8.3"
"1976-05-06",0,"Dissolved oxygen saturation","85.5856"
"1976-05-06",0,"Depth, Secchi disk depth","3.3528"
"1976-05-06",0,"Temperature, water","10.8"
"1976-05-06",0,"pH","8.3"
"1976-05-06",0,"Specific conductance","380"
"1976-05-06",0,"Turbidity","2.6"
"1976-05-06",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-06",0,"Alkalinity, total","170"
"1976-05-06",0,"Phosphorus","0.034"
"1976-05-06",0,"Chlorophyll a, corrected for pheophytin","10.3"
"1976-05-06",1.52,"Dissolved oxygen (DO)","9.4"
"1976-05-06",1.52,"Dissolved oxygen saturation","84.6847"
"1976-05-06",1.52,"Temperature, water","10.7"
"1976-05-06",3.05,"Dissolved oxygen (DO)","9.4"
"1976-05-06",3.05,"Dissolved oxygen saturation","84.6847"
"1976-05-06",3.05,"Temperature, water","10.7"
"1976-05-06",4.57,"Dissolved oxygen (DO)","9.4"
"1976-05-06",4.57,"Dissolved oxygen saturation","84.6847"
"1976-05-06",4.57,"Temperature, water","10.6"
"1976-05-06",6.1,"Dissolved oxygen (DO)","9.4"
"1976-05-06",6.1,"Dissolved oxygen saturation","84.6847"
"1976-05-06",6.1,"Temperature, water","10.6"
"1976-05-06",7.62,"Dissolved oxygen (DO)","9.4"
"1976-05-06",7.62,"Dissolved oxygen saturation","83.1858"
"1976-05-06",7.62,"Temperature, water","10.5"
"1976-05-06",9.14,"Dissolved oxygen (DO)","9.4"
"1976-05-06",9.14,"Dissolved oxygen saturation","83.1858"
"1976-05-06",9.14,"Temperature, water","10.4"
"1976-05-06",10.67,"Dissolved oxygen (DO)","9.4"
"1976-05-06",10.67,"Dissolved oxygen saturation","83.1858"
"1976-05-06",10.67,"Temperature, water","10.3"
"1976-05-06",12.19,"Dissolved oxygen (DO)","9.4"
"1976-05-06",12.19,"Dissolved oxygen saturation","83.1858"
"1976-05-06",12.19,"Temperature, water","10.3"
"1976-05-06",13.72,"Dissolved oxygen (DO)","9.4"
"1976-05-06",13.72,"Dissolved oxygen saturation","83.1858"
"1976-05-06",13.72,"Temperature, water","10.2"
"1976-05-06",15.24,"Dissolved oxygen (DO)","9.4"
"1976-05-06",15.24,"pH","8.4"
"1976-05-06",15.24,"Dissolved oxygen saturation","83.1858"
"1976-05-06",15.24,"Temperature, water","10.2"
"1976-05-06",15.24,"Specific conductance","380"
"1976-05-06",15.24,"pH","8.4"
"1976-05-06",15.24,"Turbidity","2.3"
"1976-05-06",15.24,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-06",15.24,"Phosphorus","0.045"
"1976-05-06",15.24,"Phosphorus","0.031"
"1976-07-09",0,"Dissolved oxygen (DO)","12.2"
"1976-07-09",0,"pH","9.1"
"1976-07-09",0,"Dissolved oxygen saturation","145.238"
"1976-07-09",0,"Depth, Secchi disk depth","0.5334"
"1976-07-09",0,"Temperature, water","25.5"
"1976-07-09",0,"Specific conductance","290"
"1976-07-09",0,"pH","9.1"
"1976-07-09",0,"Turbidity","25"
"1976-07-09",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-07-09",0,"Phosphorus","0.079"
"1976-07-09",0,"Alkalinity, total","120"
"1976-07-09",0,"Phosphorus","0.033"
"1976-07-09",0,"Chlorophyll a, corrected for pheophytin","90"
"1976-07-09",1.52,"Dissolved oxygen (DO)","10.2"
"1976-07-09",1.52,"Dissolved oxygen saturation","121.429"
"1976-07-09",1.52,"Temperature, water","25.1"
"1976-07-09",3.05,"Dissolved oxygen (DO)","9.8"
"1976-07-09",3.05,"Dissolved oxygen saturation","116.667"
"1976-07-09",3.05,"Temperature, water","25"
"1976-07-09",4.57,"Dissolved oxygen (DO)","1.8"
"1976-07-09",4.57,"Dissolved oxygen saturation","20"
"1976-07-09",4.57,"Temperature, water","21.2"
"1976-07-09",6.1,"Dissolved oxygen (DO)","0.5"
"1976-07-09",6.1,"Dissolved oxygen saturation","5.43478"
"1976-07-09",6.1,"Temperature, water","20"
"1976-07-09",7.62,"Dissolved oxygen (DO)","0.4"
"1976-07-09",7.62,"pH","8.1"
"1976-07-09",7.62,"Dissolved oxygen saturation","4.25532"
"1976-07-09",7.62,"Temperature, water","19"
"1976-07-09",7.62,"pH","8.1"
"1976-07-09",7.62,"Turbidity","10"
"1976-07-09",7.62,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-07-09",7.62,"Phosphorus","0.117"
"1976-07-09",7.62,"Phosphorus","0.094"
"1976-07-09",0,"Dissolved oxygen (DO)","10.2"
"1976-07-09",0,"pH","8.8"
"1976-07-09",0,"Dissolved oxygen saturation","125.926"
"1976-07-09",0,"Depth, Secchi disk depth","1.3716"
"1976-07-09",0,"Temperature, water","27"
"1976-07-09",0,"Specific conductance","310"
"1976-07-09",0,"pH","8.8"
"1976-07-09",0,"Turbidity","11"
"1976-07-09",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-07-09",0,"Alkalinity, total","130"
"1976-07-09",7.62,"Temperature, water","19"
"1976-07-09",9.14,"Dissolved oxygen saturation","6.31579"
"1976-07-09",0,"Phosphorus","0.067"
"1976-07-09",0,"Phosphorus","0.021"
"1976-07-09",0,"Chlorophyll a, corrected for pheophytin","17.9"
"1976-07-09",1.52,"Dissolved oxygen (DO)","10.5"
"1976-07-09",1.52,"Dissolved oxygen saturation","125"
"1976-07-09",1.52,"Temperature, water","25"
"1976-07-09",3.05,"Dissolved oxygen (DO)","9.4"
"1976-07-09",3.05,"Dissolved oxygen saturation","110.588"
"1976-07-09",3.05,"Temperature, water","24.2"
"1976-07-09",4.57,"Dissolved oxygen (DO)","4.6"
"1976-07-09",4.57,"Dissolved oxygen saturation","51.1111"
"1976-07-09",4.57,"Temperature, water","20.8"
"1976-07-09",6.1,"Dissolved oxygen (DO)","3.6"
"1976-07-09",6.1,"Dissolved oxygen saturation","39.1304"
"1976-07-09",6.1,"Temperature, water","19.8"
"1976-07-09",7.62,"Dissolved oxygen (DO)","2"
"1976-07-09",7.62,"Dissolved oxygen saturation","21.2766"
"1976-07-09",9.14,"Dissolved oxygen (DO)","0.6"
"1976-07-09",9.14,"Temperature, water","17.9"
"1976-07-09",10.67,"Dissolved oxygen (DO)","0.4"
"1976-07-09",10.67,"Dissolved oxygen saturation","4"
"1976-07-09",10.67,"Temperature, water","16.5"
"1976-07-09",12.19,"Dissolved oxygen (DO)","0.3"
"1976-07-09",12.19,"Dissolved oxygen saturation","2.88461"
"1976-07-09",12.19,"Temperature, water","14"
"1976-07-09",13.72,"Dissolved oxygen (DO)","0.3"
"1976-07-09",13.72,"pH","7.7"
"1976-07-09",13.72,"Dissolved oxygen saturation","2.77778"
"1976-07-09",13.72,"Temperature, water","12.2"
"1976-07-09",13.72,"pH","7.7"
"1976-07-09",13.72,"Turbidity","5.8"
"1976-07-09",13.72,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-07-09",13.72,"Phosphorus","0.568"
"1976-07-09",13.72,"Phosphorus","0.519"
"1976-08-12",0,"Dissolved oxygen (DO)","10.8"
"1976-08-12",0,"pH","9"
"1976-08-12",0,"Dissolved oxygen saturation","127.059"
"1976-08-12",0,"Depth, Secchi disk depth","0.6096"
"1976-08-12",0,"Temperature, water","24"
"1976-08-12",0,"Specific conductance","270"
"1976-08-12",0,"pH","9"
"1976-08-12",0,"Turbidity","19"
"1976-08-12",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-08-12",0,"Alkalinity, total","130"
"1976-08-12",7.62,"Temperature, water","21.8"
"1976-08-12",0,"Phosphorus","0.07"
"1976-08-12",0,"Phosphorus","0.033"
"1976-08-12",0,"Chlorophyll a, corrected for pheophytin","85"
"1976-08-12",1.52,"Dissolved oxygen (DO)","10.7"
"1976-08-12",1.52,"Dissolved oxygen saturation","125.882"
"1976-08-12",1.52,"Temperature, water","24"
"1976-08-12",3.05,"Dissolved oxygen (DO)","8.8"
"1976-08-12",3.05,"Dissolved oxygen saturation","101.149"
"1976-08-12",3.05,"Temperature, water","23.3"
"1976-08-12",4.57,"Dissolved oxygen (DO)","4.2"
"1976-08-12",4.57,"Dissolved oxygen saturation","47.7272"
"1976-08-12",4.57,"Temperature, water","22.2"
"1976-08-12",6.1,"Dissolved oxygen (DO)","2.9"
"1976-08-12",6.1,"Dissolved oxygen saturation","32.9545"
"1976-08-12",6.1,"Temperature, water","22.1"
"1976-08-12",7.62,"Dissolved oxygen (DO)","0.7"
"1976-08-12",7.62,"Dissolved oxygen saturation","7.95454"
"1976-08-12",9.14,"Dissolved oxygen (DO)","0.1"
"1976-08-12",9.14,"Dissolved oxygen saturation","1.05263"
"1976-08-12",9.14,"Temperature, water","18.5"
"1976-08-12",10.67,"Dissolved oxygen (DO)","0.1"
"1976-08-12",10.67,"pH","7.7"
"1976-08-12",10.67,"Dissolved oxygen saturation","1.03093"
"1976-08-12",10.67,"Temperature, water","17.1"
"1976-08-12",9.14,"Dissolved oxygen saturation","1.06383"
"1976-08-12",10.67,"pH","7.7"
"1976-08-12",10.67,"Turbidity","26"
"1976-08-12",10.67,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-08-12",10.67,"Phosphorus","0.408"
"1976-08-12",0,"Dissolved oxygen (DO)","9.8"
"1976-08-12",0,"pH","8.9"
"1976-08-12",0,"Dissolved oxygen saturation","112.644"
"1976-08-12",0,"Depth, Secchi disk depth","1.2192"
"1976-08-12",0,"Temperature, water","23.3"
"1976-08-12",0,"Specific conductance","290"
"1976-08-12",0,"pH","8.9"
"1976-08-12",0,"Turbidity","8.5"
"1976-08-12",0,"Inorganic nitrogen (nitrate and nitrite)","0.03"
"1976-08-12",0,"Alkalinity, total","130"
"1976-08-12",0,"Phosphorus","0.049"
"1976-08-12",0,"Phosphorus","0.028"
"1976-08-12",0,"Chlorophyll a, corrected for pheophytin","33"
"1976-08-12",1.52,"Dissolved oxygen (DO)","8.6"
"1976-08-12",1.52,"Dissolved oxygen saturation","98.8505"
"1976-08-12",1.52,"Temperature, water","22.9"
"1976-08-12",3.05,"Dissolved oxygen (DO)","6.4"
"1976-08-12",3.05,"Dissolved oxygen saturation","72.7272"
"1976-08-12",3.05,"Temperature, water","22.2"
"1976-08-12",4.57,"Dissolved oxygen (DO)","4.7"
"1976-08-12",4.57,"Dissolved oxygen saturation","53.4091"
"1976-08-12",4.57,"Temperature, water","22"
"1976-08-12",6.1,"Dissolved oxygen (DO)","3.1"
"1976-08-12",6.1,"Dissolved oxygen saturation","35.2272"
"1976-08-12",6.1,"Temperature, water","21.8"
"1976-08-12",7.62,"Dissolved oxygen (DO)","0.3"
"1976-08-12",7.62,"Dissolved oxygen saturation","3.33333"
"1976-08-12",7.62,"Temperature, water","21"
"1976-08-12",9.14,"Dissolved oxygen (DO)","0.1"
"1976-08-12",9.14,"Temperature, water","19.1"
"1976-08-12",10.67,"Dissolved oxygen (DO)","0.1"
"1976-08-12",10.67,"Dissolved oxygen saturation","1.03093"
"1976-08-12",10.67,"Temperature, water","17"
"1976-08-12",12.19,"Dissolved oxygen (DO)","0"
"1976-08-12",12.19,"Temperature, water","14.9"
"1976-08-12",12.19,"Dissolved oxygen saturation","0"
"1976-08-12",13.72,"pH","7.7"
"1976-08-12",13.72,"Dissolved oxygen (DO)","0"
"1976-08-12",13.72,"Dissolved oxygen saturation","0"
"1976-08-12",13.72,"Temperature, water","13.3"
"1976-08-12",13.72,"pH","7.7"
"1976-08-12",13.72,"Turbidity","30"
"1976-08-12",13.72,"Inorganic nitrogen (nitrate and nitrite)","0.03"
"1976-08-12",13.72,"Phosphorus","0.645"
"1976-08-12",13.72,"Phosphorus","0.476"
"1977-05-03",0,"Dissolved oxygen (DO)","11.3"
"1977-05-03",0,"Dissolved oxygen saturation","108.654"
"1977-05-03",0,"Depth, Secchi disk depth","1.3"
"1977-05-03",0,"Temperature, water","14.5"
"1977-05-03",0,"Specific conductance","380"
"1977-05-03",0,"pH","8.5"
"1977-05-03",0,"Turbidity","8.5"
"1977-05-03",0,"Organic Nitrogen","1.5"
"1977-05-03",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1977-05-03",0,"Alkalinity, total","170"
"1977-05-03",0,"Phosphorus","0.188"
