"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"1977-03-28",4.2672,"Total suspended solids","24"
"1977-03-28",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.30"
"1977-03-28",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.4"
"1977-03-28",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-03-28",4.2672,"Phosphorus","0.220"
"1977-03-28",4.2672,"pH","6.8"
"1977-03-28",4.2672,"Specific conductance","320"
"1977-03-28",4.2672,"Total suspended solids","11"
"1977-03-28",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.20"
"1977-03-28",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.7"
"1977-03-28",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","12.0"
"1977-03-28",4.2672,"Phosphorus","0.170"
"1977-03-29",4.2672,"pH","7.0"
"1977-03-29",4.2672,"Specific conductance","325"
"1977-03-29",4.2672,"Total suspended solids","9"
"1977-03-29",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.20"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.5"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-03-29",4.2672,"Phosphorus","0.170"
"1977-03-29",4.2672,"pH","6.8"
"1977-03-29",4.2672,"Specific conductance","345"
"1977-03-29",4.2672,"Total suspended solids","4"
"1977-03-29",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.20"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.8"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","12.0"
"1977-03-29",4.2672,"Phosphorus","0.180"
"1977-03-29",4.2672,"pH","6.8"
"1977-03-29",4.2672,"Specific conductance","330"
"1977-03-29",4.2672,"Temperature, water","0.4"
"1977-03-29",4.2672,"Total suspended solids","5"
"1977-03-29",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.10"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.5"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-03-29",4.2672,"Phosphorus","0.180"
"1977-03-29",4.2672,"pH","6.8"
"1977-03-29",4.2672,"Specific conductance","332"
"1977-03-29",4.2672,"Total suspended solids","5"
"1977-03-29",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.20"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.5"
"1977-03-29",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-03-29",4.2672,"Phosphorus","0.170"
"1977-03-30",4.2672,"pH","7.0"
"1977-03-30",4.2672,"Specific conductance","320"
"1977-03-30",4.2672,"Temperature, water","8.0"
"1977-03-30",4.2672,"Total suspended solids","5"
"1977-03-30",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.00"
"1977-03-30",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.6"
"1977-03-30",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","7.2"
"1977-03-30",4.2672,"Phosphorus","0.190"
"1977-03-31",4.2672,"pH","6.9"
"1977-03-31",4.2672,"Specific conductance","340"
"1977-03-31",4.2672,"Temperature, water","6.0"
"1977-03-31",4.2672,"Total suspended solids","7"
"1977-03-31",4.2672,"Inorganic nitrogen (nitrate and nitrite)","0.940"
"1977-03-31",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.7"
"1977-03-31",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","12.0"
"1977-03-31",4.2672,"Phosphorus","0.220"
"1977-04-01",4.2672,"pH","6.9"
"1977-04-01",4.2672,"Specific conductance","330"
"1977-04-01",4.2672,"Temperature, water","7.0"
"1977-04-01",4.2672,"Total suspended solids","6"
"1977-04-01",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.10"
"1977-04-01",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.7"
"1977-04-01",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","12.0"
"1977-04-01",4.2672,"Phosphorus","0.410"
"1977-04-03",4.2672,"pH","7.4"
"1977-04-03",4.2672,"Specific conductance","330"
"1977-04-03",4.2672,"Temperature, water","5.0"
"1977-04-03",4.2672,"Total suspended solids","0.0"
"1977-04-03",4.2672,"Inorganic nitrogen (nitrate and nitrite)","0.980"
"1977-04-03",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.1"
"1977-04-03",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","9.2"
"1977-04-03",4.2672,"Phosphorus","0.170"
"1977-04-04",2.7432,"Temperature, water","335"
"1977-04-04",2.7432,"Total suspended solids","5"
"1977-04-04",2.7432,"Inorganic nitrogen (nitrate and nitrite)","1.00"
"1977-04-04",2.7432,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.4"
"1977-04-04",2.7432,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-04-04",2.7432,"Phosphorus","0.140"
"1977-04-05",4.2672,"pH","7.4"
"1977-04-05",4.2672,"Specific conductance","330"
"1977-04-05",4.2672,"Temperature, water","6.0"
"1977-04-05",4.2672,"Total suspended solids","4"
"1977-04-05",4.2672,"Inorganic nitrogen (nitrate and nitrite)","1.00"
"1977-04-05",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.4"
"1977-04-05",4.2672,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","6.2"
"1977-04-05",4.2672,"Phosphorus","0.150"
"1977-04-06",1.8288,"pH","7.3"
"1977-04-06",1.8288,"Temperature, water","360"
"1977-04-06",1.8288,"Total suspended solids","5"
"1977-04-06",1.8288,"Inorganic nitrogen (nitrate and nitrite)","1.00"
"1977-04-06",1.8288,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.4"
"1977-04-06",1.8288,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","11.0"
"1977-04-06",1.8288,"Phosphorus","0.150"
"1976-05-18",4.57,"Dissolved oxygen saturation","94.2"
"1976-05-18",4.57,"Temperature, water","14.1"
"1965-09-22",0,"Sulfate","8"
"1933-07-15",0,"Phosphorus","0.187"
"1933-07-15",0,"Chlorophyll a, corrected for pheophytin","4.81"
"1965-09-22",0,"pH","7.6"
"1965-09-22",0,"Alkalinity, total","161"
"1965-09-22",0,"Phosphorus","0.205"
"1965-09-22",0,"Chloride","10"
"1996-06-10",0,"pH","8.5"
"1992-06-14",0,"Phosphorus","0.286"
"1976-05-18",0,"pH","8.3"
"1992-06-14",0,"Chlorophyll a, corrected for pheophytin","38.4"
"1995-11-30",8.2,"Phosphorus","0.113"
"1996-01-22",5.3,"Phosphorus","0.167"
"1996-06-24",5.9,"Phosphorus","0.262"
"1976-05-18",0,"Dissolved oxygen (DO)","12.1"
"1976-05-18",0,"pH","8.6"
"1976-05-18",0,"Dissolved oxygen saturation","128.7"
"1976-05-18",0,"Depth, Secchi disk depth","0.9398"
"1976-05-18",0,"Temperature, water","18.8"
"1976-05-18",0,"Specific conductance","300"
"1976-05-18",0,"pH","8.6"
"1976-05-18",0,"Turbidity","5.3"
"1976-05-18",0,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-18",0,"Alkalinity, total","120"
"1976-05-18",0,"Phosphorus","0.107"
"1976-05-18",0,"Phosphorus","0.04"
"1976-05-18",0,"Chlorophyll a, corrected for pheophytin","39"
"1976-05-18",1.52,"Dissolved oxygen (DO)","10.8"
"1976-05-18",1.52,"Dissolved oxygen saturation","105.9"
"1976-05-18",1.52,"Temperature, water","14.8"
"1976-05-18",3.05,"Dissolved oxygen (DO)","10.2"
"1976-05-18",3.05,"Dissolved oxygen saturation","98.1"
"1976-05-18",3.05,"Temperature, water","14.5"
"1976-05-18",4.57,"Dissolved oxygen (DO)","9.8"
"1976-05-18",6.1,"Dissolved oxygen (DO)","9.6"
"1976-05-18",6.1,"pH","8.5"
"1976-05-18",6.1,"Dissolved oxygen saturation","92.3"
"1976-05-18",6.1,"Temperature, water","14"
"1976-05-18",6.1,"pH","8.5"
"1976-05-18",6.1,"Turbidity","7"
"1976-05-18",6.1,"Inorganic nitrogen (nitrate and nitrite)",""
"1976-05-18",6.1,"Phosphorus","0.101"
"1976-05-18",6.1,"Phosphorus","0.04"
"1979-05-24",0,"Depth, Secchi disk depth","1.1"
"1979-05-24",0,"Inorganic nitrogen (nitrate and nitrite)","1.6"
"1979-05-24",0,"Phosphorus","0.09"
"1979-05-24",0,"Chlorophyll a, corrected for pheophytin","23.1"
"1979-05-24",8,"Phosphorus","0.092"
"1979-06-07",0,"Depth, Secchi disk depth","1.25"
"1979-06-07",0,"Inorganic nitrogen (nitrate and nitrite)","0.82"
"1979-06-07",0,"Phosphorus","0.184"
"1979-06-07",0,"Chlorophyll a, corrected for pheophytin","48.1"
"1979-06-07",7,"Phosphorus","0.193"
"1979-06-21",0,"Depth, Secchi disk depth","1.2"
"1979-06-21",0,"Organic Nitrogen","0.61"
"1979-06-21",0,"Chlorophyll a, corrected for pheophytin","1.6"
"1979-06-21",0,"Inorganic nitrogen (nitrate and nitrite)","0.88"
"1979-06-21",0,"Phosphorus","0.178"
"1979-06-21",8,"Phosphorus","0.164"
"1979-07-11",0,"Depth, Secchi disk depth","0.6"
"1979-07-11",0,"Specific conductance","450"
"1979-07-11",0,"pH","7.9"
"1979-07-11",0,"Turbidity","4"
"1979-07-11",0,"Organic Nitrogen","1.9"
"1979-07-11",0,"Inorganic nitrogen (nitrate and nitrite)","1.5"
"1979-07-11",0,"Alkalinity, total","170"
"1979-07-11",0,"Phosphorus","0.172"
"1979-07-11",0,"Chlorophyll a, corrected for pheophytin","32"
"1979-07-11",0,"Total suspended solids","4.8"
"1998-06-28",4,"Dissolved oxygen saturation","103.448"
"1979-07-11",0,"Chloride","14"
"1979-07-11",6.5,"Organic Nitrogen","0.89"
"1979-07-11",6.5,"Inorganic nitrogen (nitrate and nitrite)","1.5"
"1979-07-11",6.5,"Phosphorus","0.149"
"1979-07-19",0,"Depth, Secchi disk depth","1"
"1979-07-19",0,"Turbidity","6"
"1979-07-19",0,"Organic Nitrogen","1.04"
"1979-07-19",0,"Inorganic nitrogen (nitrate and nitrite)","1.3"
"1979-07-19",0,"pH","8"
"1979-07-19",0,"Phosphorus","0.219"
"1979-07-19",0,"Chlorophyll a, corrected for pheophytin","17.2"
"1979-07-19",0,"Total suspended solids","5.6"
"1979-07-19",7,"Organic Nitrogen","0.93"
"1979-07-19",7,"Inorganic nitrogen (nitrate and nitrite)","1.1"
"1979-07-19",7,"Phosphorus","0.173"
"1979-08-02",0,"Depth, Secchi disk depth","0.95"
"1979-08-02",0,"Organic Nitrogen","1.27"
"1979-08-02",0,"Inorganic nitrogen (nitrate and nitrite)","0.85"
"1979-08-02",0,"Phosphorus","0.209"
"1979-08-02",0,"Chlorophyll a, corrected for pheophytin","42.9"
"1979-08-02",7,"Phosphorus","0.207"
"1979-08-15",0,"Depth, Secchi disk depth","0.75"
"1979-08-15",0,"Organic Nitrogen","0.93"
"1979-08-15",0,"Inorganic nitrogen (nitrate and nitrite)","2.5"
"1979-08-15",0,"Phosphorus","0.22"
"1979-08-15",0,"Chlorophyll a, corrected for pheophytin","32"
"1979-08-15",7,"Phosphorus","0.215"
"1979-08-29",0,"Depth, Secchi disk depth","1"
"1979-08-29",0,"Inorganic nitrogen (nitrate and nitrite)","4.9"
"1979-08-29",0,"Organic Nitrogen","0.37"
"1979-08-29",0,"Phosphorus","0.153"
"1979-08-29",0,"Chlorophyll a, corrected for pheophytin","48.1"
"1979-08-29",7,"Phosphorus","0.208"
"1979-09-13",0,"Depth, Secchi disk depth","1"
"1979-09-13",0,"Organic Nitrogen","0.99"
"1979-09-13",0,"Inorganic nitrogen (nitrate and nitrite)","5.4"
"1979-09-13",0,"Phosphorus","0.218"
"1979-09-13",0,"Chlorophyll a, corrected for pheophytin","15.4"
"1979-09-13",7,"Phosphorus","0.207"
"1980-05-20",0,"Depth, Secchi disk depth","1.2"
"1980-05-20",0,"pH","8.2"
"1980-05-20",0,"Turbidity","2.5"
"1980-05-20",0,"Organic Nitrogen","0.92"
"1980-05-20",0,"Inorganic nitrogen (nitrate and nitrite)","0.45"
"1980-05-20",0,"Phosphorus","0.079"
"1980-05-20",0,"Chlorophyll a, corrected for pheophytin","31"
"1980-05-20",6.5,"Phosphorus","0.068"
"1980-06-03",0,"pH","8"
"1980-06-03",0,"Turbidity","0.78"
"1980-06-03",0,"Organic Nitrogen","1.02"
"1980-06-03",0,"Inorganic nitrogen (nitrate and nitrite)","0.26"
"1980-06-03",0,"Phosphorus","0.279"
"1980-06-03",0,"Chlorophyll a, corrected for pheophytin","3"
"1980-06-03",7,"Phosphorus","0.29"
"1998-06-28",4,"Temperature, water","22.6"
"1980-06-19",0,"Depth, Secchi disk depth","0.75"
"1980-06-19",0,"pH","8.1"
"1980-06-19",0,"Turbidity","8.6"
"1980-06-19",0,"Organic Nitrogen","2.24"
"1980-06-19",0,"Inorganic nitrogen (nitrate and nitrite)","3.2"
"1980-06-19",0,"Chlorophyll a, corrected for pheophytin","40"
"1980-06-19",0,"Phosphorus","0.323"
"1980-06-19",7,"Phosphorus","0.203"
"1980-07-02",0,"Depth, Secchi disk depth","1.25"
"1980-07-02",0,"pH","8.2"
"1980-07-02",0,"Turbidity","5.6"
"1980-07-02",0,"Organic Nitrogen","1.05"
"1980-07-02",0,"Inorganic nitrogen (nitrate and nitrite)","1.8"
"1980-07-02",0,"Phosphorus","0.192"
"1980-07-02",0,"Chlorophyll a, corrected for pheophytin","40"
"1980-07-02",7,"Phosphorus","0.174"
"1980-07-14",0,"Depth, Secchi disk depth","0.75"
"1980-07-14",0,"pH","8.3"
"1980-07-14",0,"Turbidity","6.9"
"1980-07-14",0,"Organic Nitrogen","1.05"
"1980-07-14",0,"Inorganic nitrogen (nitrate and nitrite)","1"
"1980-07-14",0,"Phosphorus","0.141"
"1980-07-14",0,"Chlorophyll a, corrected for pheophytin","50"
"1980-07-14",6.5,"Phosphorus","0.138"
"1998-06-28",0,"Dissolved oxygen (DO)","8.9"
"1998-06-28",0,"Dissolved oxygen saturation","102.299"
"1998-06-28",0,"Depth, Secchi disk depth","3.6"
"1998-06-28",0,"Temperature, water","23.5"
"1998-06-28",1,"Dissolved oxygen (DO)","9.2"
"1998-06-28",1,"Dissolved oxygen saturation","108.235"
"1998-06-28",1,"Temperature, water","23.6"
"1998-06-28",2,"Dissolved oxygen (DO)","9.2"
"1998-06-28",2,"Dissolved oxygen saturation","108.235"
"1998-06-28",2,"Temperature, water","23.6"
"1998-06-28",3,"Dissolved oxygen (DO)","9.1"
"1998-06-28",3,"Dissolved oxygen saturation","107.059"
"1998-06-28",3,"Temperature, water","23.6"
"1998-06-28",4,"Dissolved oxygen (DO)","9"
"1998-06-28",5,"Dissolved oxygen (DO)","9.5"
"1998-06-28",5,"Dissolved oxygen saturation","103.261"
"1998-06-28",5,"Temperature, water","20"
"1998-06-28",6,"Dissolved oxygen (DO)","9.8"
"1998-06-28",6,"Dissolved oxygen saturation","104.255"
"1998-06-28",6,"Temperature, water","18.6"
"1998-06-28",7,"Dissolved oxygen (DO)","8.8"
"1998-06-28",7,"Dissolved oxygen saturation","90.7216"
"1998-06-28",7,"Temperature, water","16.9"
"1998-06-28",8,"Dissolved oxygen (DO)","7.2"
"1998-06-28",8,"Dissolved oxygen saturation","70.5882"
"1998-06-28",8,"Temperature, water","15.4"
"1998-06-28",9,"Dissolved oxygen (DO)","4.4"
"1998-06-28",9,"Dissolved oxygen saturation","41.5094"
"1998-06-28",9,"Temperature, water","12.8"
"1998-06-28",10,"Dissolved oxygen (DO)","2.6"
"1998-06-28",10,"Temperature, water","11.6"
"1998-06-28",10,"Dissolved oxygen saturation","24.0741"
"1998-06-28",12,"Dissolved oxygen (DO)","1.4"
"1998-06-28",12,"Dissolved oxygen saturation","12.3894"
"1998-06-28",12,"Temperature, water","9.7"
"2010-07-23",0,"Depth, Secchi disk depth","1.2"
"2010-07-29",0,"Depth, Secchi disk depth","0.8"
"2010-08-04",0,"Depth, Secchi disk depth","0.8"
"2010-08-12",0,"Depth, Secchi disk depth","1.1"
"2010-08-18",0,"Depth, Secchi disk depth","0.8"
"2010-08-26",0,"Depth, Secchi disk depth","0.8"
"2010-09-08",0,"Depth, Secchi disk depth","0.8"
"2010-09-16",0,"Depth, Secchi disk depth","0.9"
"2011-06-24",0,"Depth, Secchi disk depth","0.9"
"2011-07-25",0,"Depth, Secchi disk depth","0.8"
"2011-08-03",0,"Depth, Secchi disk depth","1.2"
"2011-08-25",0,"Depth, Secchi disk depth","0.8"
"2011-09-03",0,"Depth, Secchi disk depth","1.2"
"2011-09-09",0,"Depth, Secchi disk depth","1.1"
"2011-09-24",0,"Depth, Secchi disk depth","0.9"
"2011-10-03",0,"Depth, Secchi disk depth","0.9"
"2012-05-21",0,"Depth, Secchi disk depth","1.2"
"2012-06-07",0,"Depth, Secchi disk depth","0.8"
"2012-06-21",0,"Depth, Secchi disk depth","0.5"
"2012-06-29",0,"Depth, Secchi disk depth","0.6"
"2012-07-09",0,"Depth, Secchi disk depth","1.1"
"2012-07-25",0,"Depth, Secchi disk depth","1.2"
"2012-08-11",0,"Depth, Secchi disk depth","0.9"
"2012-08-17",0,"Depth, Secchi disk depth","0.9"
"2012-08-22",0,"Depth, Secchi disk depth","1.2"
"2012-08-31",0,"Depth, Secchi disk depth","0.8"
"2012-09-05",0,"Depth, Secchi disk depth","0.8"
"2012-09-13",0,"Depth, Secchi disk depth","0.9"
"2012-09-26",0,"Depth, Secchi disk depth","0.9"
"2013-08-16",0,"Depth, Secchi disk depth","0.8"
"2013-08-23",0,"Depth, Secchi disk depth","0.8"
"2013-08-28",0,"Depth, Secchi disk depth","0.6"
"2013-09-06",0,"Depth, Secchi disk depth","0.9"
"2013-09-10",0,"Depth, Secchi disk depth","0.8"
"2013-09-21",0,"Depth, Secchi disk depth","0.9"
"2013-10-01",0,"Depth, Secchi disk depth","0.9"
"2013-10-10",0,"Depth, Secchi disk depth","1.1"
"2014-07-09",0,"Depth, Secchi disk depth","0.6"
"2014-07-16",0,"Depth, Secchi disk depth","0.7"
"2014-07-21",0,"Depth, Secchi disk depth","0.8"
"2014-07-30",0,"Depth, Secchi disk depth","0.9"
"2014-08-06",0,"Depth, Secchi disk depth","0.6"
"2014-08-14",0,"Depth, Secchi disk depth","0.6"
"2014-08-20",0,"Depth, Secchi disk depth","0.6"
"2014-08-27",0,"Depth, Secchi disk depth","0.5"
"2014-09-14",0,"Depth, Secchi disk depth","0.8"
"2014-09-26",0,"Depth, Secchi disk depth","1.1"
"2015-05-21",0,"Depth, Secchi disk depth","0.9"
"2015-05-27",0,"Depth, Secchi disk depth","1.1"
"2015-06-16",0,"Depth, Secchi disk depth","0.9"
"2015-06-26",0,"Depth, Secchi disk depth","1.2"
"2015-07-03",0,"Depth, Secchi disk depth","0.9"
"2015-07-10",0,"Depth, Secchi disk depth","0.9"
"2015-07-17",0,"Depth, Secchi disk depth","1.5"
"2015-07-21",0,"Depth, Secchi disk depth","1.1"
"2015-08-03",0,"Depth, Secchi disk depth","1.1"
"2015-08-12",0,"Depth, Secchi disk depth","0.6"
"2015-08-20",0,"Depth, Secchi disk depth","0.9"
"2015-08-29",0,"Depth, Secchi disk depth","0.8"
"2015-09-07",0,"Depth, Secchi disk depth","0.8"
"2015-09-17",0,"Depth, Secchi disk depth","0.9"
"2015-10-07",0,"Depth, Secchi disk depth","1.1"
"2016-05-18",0,"Depth, Secchi disk depth","1.1"
"2016-05-24",0,"Depth, Secchi disk depth","1.1"
"2016-06-01",0,"Depth, Secchi disk depth","1.1"
"2016-06-13",0,"Depth, Secchi disk depth","0.9"
"2016-06-18",0,"Depth, Secchi disk depth","0.8"
"2016-06-29",0,"Depth, Secchi disk depth","0.9"
"2016-07-09",0,"Depth, Secchi disk depth","1.1"
"2016-08-03",0,"Depth, Secchi disk depth","0.9"
"2016-08-13",0,"Depth, Secchi disk depth","1.1"
"2016-08-31",0,"Depth, Secchi disk depth","1.1"
"2016-09-14",0,"Depth, Secchi disk depth","0.9"
"2016-10-01",0,"Depth, Secchi disk depth","0.6"
"2017-06-09",0,"Depth, Secchi disk depth","1.4"
"2017-07-02",0,"Depth, Secchi disk depth","1.4"
"2017-07-05",0,"Depth, Secchi disk depth","1.2"
"2017-07-15",0,"Depth, Secchi disk depth","1.2"
"2017-07-19",0,"Depth, Secchi disk depth","0.9"
"2017-07-29",0,"Depth, Secchi disk depth","1.1"
"2017-08-05",0,"Depth, Secchi disk depth","1.1"
"2017-08-10",0,"Depth, Secchi disk depth","1.1"
"2017-08-19",0,"Depth, Secchi disk depth","1.1"
"2017-08-30",0,"Depth, Secchi disk depth","0.9"
"2017-09-10",0,"Depth, Secchi disk depth","1.1"
"2018-05-23",0,"Depth, Secchi disk depth","1.1"
"2018-05-31",0,"Depth, Secchi disk depth","0.9"
"2018-06-27",0,"Depth, Secchi disk depth","0.9"
"2018-07-09",0,"Depth, Secchi disk depth","1.1"
"2018-07-17",0,"Depth, Secchi disk depth","1.2"
"2018-07-27",0,"Depth, Secchi disk depth","1.1"
"2018-08-08",0,"Depth, Secchi disk depth","0.9"
"2018-08-15",0,"Depth, Secchi disk depth","0.6"
"2018-08-29",0,"Depth, Secchi disk depth","0.9"
"2018-09-17",0,"Depth, Secchi disk depth","0.8"
"1976-05-18",0,"Dissolved oxygen (DO)","11.4"
"1976-05-18",0,"Dissolved oxygen saturation","120"
"1976-05-18",0,"Depth, Secchi disk depth","0.6096"
"1976-05-18",0,"Temperature, water","18.2"
"1976-05-18",0,"Specific conductance","360"
"1976-05-18",0,"pH","8.3"
"1976-05-18",0,"Turbidity","8.7"
"1976-05-18",0,"Chlorophyll a, corrected for pheophytin","50"
"1976-05-18",0,"Inorganic nitrogen (nitrate and nitrite)","0.05"
"1976-05-18",0,"Alkalinity, total","130"
"1976-05-18",0,"Phosphorus","0.167"
"1976-05-18",0,"Phosphorus","0.064"
"1976-05-18",1.52,"Dissolved oxygen (DO)","8.8"
"1976-05-18",1.52,"Dissolved oxygen saturation","88"
"1976-05-18",1.52,"Temperature, water","15.9"
"1976-05-18",3.05,"Dissolved oxygen (DO)","8.4"
"1976-05-18",3.05,"Dissolved oxygen saturation","84"
"1976-05-18",3.05,"Temperature, water","15.9"
"1976-05-18",4.57,"Dissolved oxygen (DO)","8"
"1976-05-18",4.57,"Dissolved oxygen saturation","80"
"1976-05-18",4.57,"Temperature, water","15.8"
"1988-08-04",0,"pH","8.69"
"1988-08-04",0,"Dissolved oxygen (DO)","6.2"
"1988-08-04",0,"Dissolved oxygen saturation","75.6267"
"1988-08-04",0,"Depth, Secchi disk depth","1.1"
"1988-08-04",0,"Temperature, water","26.2"
"1988-08-04",0,"Specific conductance","450"
"1988-08-04",1,"Dissolved oxygen saturation","75.6097"
"1988-08-04",0,"Turbidity","5"
"1988-08-04",0,"Inorganic nitrogen (nitrate and nitrite)","0.11"
"1988-08-04",0,"Alkalinity, total","180"
"1988-08-04",0,"Phosphorus","0.606"
"1988-08-04",0,"Chlorophyll a, corrected for pheophytin","11.2"
"1988-08-04",0,"Total suspended solids","8"
"1988-08-04",0,"Chloride","23"
"1988-08-04",1,"Dissolved oxygen (DO)","6.2"
"1988-08-04",1,"Temperature, water","26.2"
"1988-08-04",2,"Dissolved oxygen (DO)","4.8"
"1988-08-04",2,"Dissolved oxygen saturation","58.5365"
"1988-08-04",2,"Temperature, water","26"
"1988-08-04",3,"Dissolved oxygen (DO)","4.6"
"1988-08-04",3,"Dissolved oxygen saturation","56.0975"
"1988-08-04",3,"Temperature, water","26"
"1988-08-04",4,"Dissolved oxygen (DO)","3.6"
"1988-08-04",4,"Dissolved oxygen saturation","43.9024"
"1988-08-04",4,"Temperature, water","25.8"
"1978-06-26",0,"pH","7.9"
"1978-06-26",0,"Dissolved oxygen (DO)","7.9"
"1978-06-26",0,"Dissolved oxygen saturation","94.0601"
"1978-06-26",0,"Depth, Secchi disk depth","0.8"
"1978-06-26",0,"Temperature, water","25"
"1978-06-26",0,"Specific conductance","400"
"1978-06-26",0,"Turbidity","5"
"1978-06-26",0,"Organic Nitrogen","1.1"
"1978-06-26",0,"Inorganic nitrogen (nitrate and nitrite)","1.4"
"1978-06-26",0,"Alkalinity, total","140"
"1978-06-26",0,"Phosphorus","0.202"
"1978-06-26",0,"Chlorophyll a, corrected for pheophytin","20"
"1978-06-26",0,"Total suspended solids","12"
"1978-06-26",0,"Chloride","14"
"1978-06-26",2,"Dissolved oxygen (DO)","5.1"
"1978-06-26",2,"Dissolved oxygen saturation","58.6207"
"1978-06-26",2,"Temperature, water","23"
