"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"2002-05-06",3.05,"Specific conductance","13.0"
"2002-05-06",3.05,"Temperature, water","6.6"
"2002-05-06",5.03,"pH","6.5"
"2002-05-06",5.03,"Specific conductance","13.0"
"2002-05-06",5.03,"Temperature, water","6.6"
"2002-05-06",8.92,"pH","6.3"
"2002-05-06",8.92,"Specific conductance","20.0"
"2002-05-06",8.92,"Temperature, water","6.0"
"2002-05-06",6.06,"pH","6.5"
"2002-05-06",6.06,"Specific conductance","13.0"
"2004-08-05",3,"Specific conductance","26.0"
"2002-05-06",6.06,"Temperature, water","6.6"
"2002-07-15",1.6,"pH","6.5"
"2002-07-15",1.6,"Specific conductance","8.0"
"2002-07-15",1.6,"Temperature, water","25.3"
"2002-07-15",3,"pH","5.9"
"2002-07-15",3,"Specific conductance","9.0"
"2002-07-15",3,"Temperature, water","18.4"
"2002-07-15",4,"pH","5.8"
"2002-07-15",4,"Specific conductance","11.0"
"2002-07-15",4,"Temperature, water","13.1"
"2002-07-15",5,"pH","5.7"
"2002-07-15",5,"Specific conductance","12.0"
"2002-07-15",5,"Temperature, water","10.2"
"2002-07-15",6,"pH","5.6"
"2002-07-15",6,"Specific conductance","14.0"
"2002-07-15",6,"Temperature, water","9.1"
"2002-07-15",7,"pH","5.6"
"2002-07-15",7,"Specific conductance","17.0"
"2002-07-15",7,"Temperature, water","8.3"
"2002-07-15",0.05,"Depth, Secchi disk depth","1.75"
"2002-07-15",0.05,"pH","6.6"
"2002-07-15",0.05,"Specific conductance","9.0"
"2002-07-15",0.05,"Temperature, water","26.6"
"2004-05-19",0.05,"Ammonia and ammonium","0.026000000000000002"
"2004-05-19",0.05,"Organic Nitrogen","0.33"
"2004-05-19",0.05,"Organic Nitrogen","0.41"
"2004-05-19",0.05,"Depth, Secchi disk depth","3.0"
"2004-05-19",0.05,"pH","6.9"
"2004-05-19",0.05,"pH","7.0"
"2004-05-19",0.05,"Specific conductance","26.0"
"2004-05-19",0.05,"Specific conductance","22.0"
"2004-05-19",0.05,"Temperature, water","12.9"
"2004-05-19",0.05,"Alkalinity, total","6.0"
"2004-05-19",0.05,"Chloride","0.24"
"2004-05-19",0.05,"Sulfate","1.5"
"2004-05-19",0.05,"Ammonia and ammonium","0.02"
"2004-05-19",0.05,"Inorganic nitrogen (nitrate and nitrite)","0.09"
"2004-05-19",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.44"
"2004-05-19",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.52"
"2004-05-19",0.05,"Phosphorus","0.004"
"2004-05-19",0.05,"Phosphorus",""
"2004-08-05",1,"Temperature, water","24.2"
"2004-08-05",3,"Temperature, water","21.7"
"2004-08-05",0.05,"Ammonia and ammonium",""
"2004-08-05",0.05,"Organic Nitrogen",""
"2004-08-05",0.05,"Organic Nitrogen",""
"2004-08-05",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-08-05",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-08-05",0.05,"Depth, Secchi disk depth","3.0"
"2004-08-05",0.05,"pH","7.4"
"2004-08-05",0.05,"pH","6.6"
"2004-08-05",0.05,"Specific conductance","26.0"
"2004-08-05",0.05,"Specific conductance","26.0"
"2004-08-05",0.05,"Temperature, water","24.2"
"2004-08-05",0.05,"Alkalinity, total","5.0"
"2004-08-05",0.05,"Chloride","0.23"
"2004-08-05",0.05,"Sulfate","1.95"
"2004-08-05",0.05,"Ammonia and ammonium",""
"2004-08-05",0.05,"Inorganic nitrogen (nitrate and nitrite)",""
"2004-08-05",0.05,"Phosphorus",""
"2004-08-05",0.05,"Phosphorus","0.005"
"2004-08-05",1,"pH","7.4"
"2004-08-05",1,"Specific conductance","26.0"
"2004-08-05",2,"pH","7.4"
"2004-08-05",2,"Specific conductance","26.0"
"2004-08-05",2,"Temperature, water","22.5"
"2004-08-05",3,"pH","7.2"
"2004-08-05",6,"Specific conductance","29.0"
"2004-08-05",6,"Temperature, water","11.0"
"2004-08-05",7,"Specific conductance","43.0"
"2004-08-05",7,"Temperature, water","9.7"
"2004-09-23",0.05,"Ammonia and ammonium",""
"2004-09-23",0.05,"Organic Nitrogen",""
"2004-09-23",0.05,"Organic Nitrogen",""
"2004-09-23",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-09-23",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-09-23",0.05,"Specific conductance","23.0"
"2004-09-23",0.05,"Depth, Secchi disk depth","2.5"
"2004-09-23",0.05,"pH","7.0"
"2004-09-23",0.05,"pH","7.0"
"2004-09-23",0.05,"Specific conductance","27.0"
"2004-09-23",0.05,"Temperature, water","17.2"
"2004-09-23",0.05,"Alkalinity, total","6.0"
"2004-09-23",0.05,"Chloride","0.2"
"2004-09-23",0.05,"Sulfate","1.32"
"2004-09-23",0.05,"Ammonia and ammonium",""
"2004-09-23",0.05,"Inorganic nitrogen (nitrate and nitrite)",""
"2004-09-23",0.05,"Phosphorus","0.002"
"2004-09-23",0.05,"Phosphorus","0.01"
"2004-09-23",1,"pH","6.9"
"2004-09-23",1,"Specific conductance","23.0"
"2004-09-23",1,"Temperature, water","17.2"
"2004-09-23",2,"pH","6.9"
"2004-09-23",2,"Specific conductance","23.0"
"2004-09-23",2,"Temperature, water","16.8"
"2004-09-23",3,"Specific conductance","23.0"
"2004-09-23",3,"Temperature, water","16.7"
"2004-09-23",4,"pH","6.8"
"2004-09-23",4,"Specific conductance","23.0"
"2004-09-23",4,"Temperature, water","16.6"
"2004-09-23",5,"pH","6.7"
"2004-09-23",5,"Specific conductance","24.0"
"2004-09-23",5,"Temperature, water","16.2"
"2004-09-23",6,"pH","6.5"
"2004-09-23",6,"Specific conductance","24.0"
"2004-09-23",6,"Temperature, water","15.8"
"2005-05-13",0.05,"Ammonia and ammonium",""
"2005-05-13",0.05,"Organic Nitrogen",""
"2006-05-16",0.05,"Depth, Secchi disk depth","3.0"
"2005-05-13",0.05,"Organic Nitrogen",""
"2005-05-13",0.05,"Depth, Secchi disk depth","2.4"
"2005-05-13",0.05,"pH","6.6"
"2005-05-13",0.05,"pH","6.8"
"2005-05-13",0.05,"Specific conductance","25.0"
"2005-05-13",0.05,"Specific conductance","23.0"
"2005-05-13",0.05,"Temperature, water","11.0"
"2005-05-13",0.05,"Alkalinity, total","6.0"
"2005-05-13",0.05,"Chloride","0.22"
"2005-05-13",0.05,"Sulfate","1.66"
"2005-07-13",0.05,"Temperature, water","29.0"
"2005-05-13",0.05,"Ammonia and ammonium",""
"2005-05-13",0.05,"Inorganic nitrogen (nitrate and nitrite)","0.07"
"2005-05-13",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.45"
"2005-05-13",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.57"
"2005-05-13",0.05,"Phosphorus","0.006"
"2005-05-13",0.05,"Phosphorus","0.011000000000000001"
"2005-07-13",0.05,"Depth, Secchi disk depth","2.4"
"2005-07-13",0.05,"pH","7.1"
"2005-07-13",0.05,"Specific conductance","25.0"
"2005-09-14",0.05,"Depth, Secchi disk depth","2.0"
"2005-09-14",0.05,"pH","6.9"
"2005-09-14",0.05,"Specific conductance","27.0"
"2005-09-14",0.05,"Temperature, water","19.1"
"2006-05-16",0.05,"pH","6.5"
"2006-05-16",0.05,"Specific conductance","19.0"
"2006-05-16",0.05,"Temperature, water","13.8"
"2001-05-21",0.05,"Specific conductance","18.0"
"2001-05-21",0.05,"Temperature, water","16.5"
"2001-07-16",0.05,"Depth, Secchi disk depth","2.8"
"2001-07-16",0.05,"pH","7.0"
"2001-07-16",0.05,"Specific conductance","25.0"
"2001-07-16",0.05,"Temperature, water","24.9"
"2001-07-16",4,"pH","6.5"
"2001-07-16",4,"Specific conductance","25.0"
"2001-07-16",4,"Temperature, water","18.0"
"2001-09-19",0.05,"Depth, Secchi disk depth","2.05"
"2001-09-19",0.05,"pH","6.6"
"2001-09-19",0.05,"Specific conductance","25.0"
"2001-09-19",0.05,"Temperature, water","17.8"
"2002-05-08",0.05,"Depth, Secchi disk depth","2.6"
"2002-05-08",0.05,"pH","6.6"
"2002-05-08",0.05,"pH","6.9"
"2002-05-08",0.05,"Specific conductance","32.0"
"2002-05-08",0.05,"Specific conductance","20.0"
"2002-05-08",0.05,"Temperature, water","8.1"
"2002-05-08",0.05,"Alkalinity, total","8.0"
"2002-05-08",0.05,"Chloride","0.32"
"2002-05-08",0.05,"Sulfate","2.95"
"2002-05-08",0.05,"Ammonia and ammonium","0.17300000000000001"
"2002-05-08",0.05,"Ammonia and ammonium","0.13"
"2002-05-08",0.05,"Inorganic nitrogen (nitrate and nitrite)","0.06"
"2002-05-08",0.05,"Organic Nitrogen","0.43"
"2002-05-08",0.05,"Organic Nitrogen","0.44"
"2002-05-08",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.63"
"2002-05-08",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.64"
"2002-05-08",0.05,"Phosphorus","0.005"
"2002-05-08",0.05,"Phosphorus","0.009000000000000001"
"2002-05-08",1.04,"pH","6.6"
"2002-05-08",1.04,"Specific conductance","20.0"
"2002-05-08",1.04,"Temperature, water","8.1"
"2002-05-08",2.08,"pH","6.6"
"2002-05-08",2.08,"Specific conductance","20.0"
"2002-05-08",2.08,"Temperature, water","7.4"
"2002-05-08",3.52,"pH","6.6"
"2002-05-08",3.52,"Specific conductance","20.0"
"2002-05-08",3.52,"Temperature, water","7.0"
"2002-07-15",1,"pH","6.5"
"2002-07-15",1,"Specific conductance","15.0"
"2002-07-15",1,"Temperature, water","27.4"
"2002-07-15",2,"pH","6.5"
"2002-07-15",2,"Specific conductance","14.0"
"2002-07-15",2,"Temperature, water","26.3"
"2004-08-05",0.5,"Specific conductance","30.0"
"2002-07-15",3,"pH","5.8"
"2002-07-15",3,"Specific conductance","15.0"
"2002-07-15",3,"Temperature, water","18.8"
"2002-07-15",3.9,"pH","5.8"
"2002-07-15",3.9,"Specific conductance","54.0"
"2002-07-15",3.9,"Temperature, water","14.5"
"2002-07-15",0.05,"Depth, Secchi disk depth","1.5"
"2002-07-15",0.05,"pH","6.5"
"2002-07-15",0.05,"Specific conductance","14.0"
"2002-07-15",0.05,"Temperature, water","28.2"
"2004-05-19",0.05,"Depth, Secchi disk depth","3.5"
"2004-05-19",0.05,"pH","6.8"
"2004-05-19",0.05,"pH","7.2"
"2004-05-19",0.05,"Specific conductance","31.0"
"2004-05-19",0.05,"Specific conductance","27.0"
"2004-05-19",0.05,"Temperature, water","13.4"
"2004-05-19",0.05,"Alkalinity, total","6.0"
"2004-05-19",0.05,"Chloride","0.26"
"2004-05-19",0.05,"Sulfate","3.33"
"2004-05-19",0.05,"Ammonia and ammonium","0.135"
"2004-08-05",1,"Temperature, water","22.4"
"2004-05-19",0.05,"Ammonia and ammonium","0.11"
"2004-05-19",0.05,"Inorganic nitrogen (nitrate and nitrite)","0.06"
"2004-05-19",0.05,"Organic Nitrogen","0.4"
"2004-05-19",0.05,"Organic Nitrogen","0.39"
"2004-05-19",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.56"
"2004-05-19",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.56"
"2004-05-19",0.05,"Phosphorus","0.005"
"2004-05-19",0.05,"Phosphorus","0.005"
"2004-08-05",0.05,"Ammonia and ammonium",""
"2004-08-05",0.05,"Organic Nitrogen",""
"2004-08-05",0.05,"Organic Nitrogen",""
"2004-08-05",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-08-05",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-08-05",0.05,"Depth, Secchi disk depth","2.5"
"2004-08-05",0.05,"pH","7.0"
"2004-08-05",0.05,"pH","6.5"
"2004-08-05",0.5,"pH","7.0"
"2004-08-05",0.05,"Specific conductance","29.0"
"2004-08-05",0.05,"Specific conductance","30.0"
"2004-08-05",0.05,"Temperature, water","22.8"
"2004-08-05",0.05,"Alkalinity, total","6.0"
"2004-08-05",0.05,"Chloride","0.24"
"2004-08-05",0.05,"Sulfate","3.52"
"2004-08-05",0.05,"Ammonia and ammonium",""
"2004-08-05",0.05,"Inorganic nitrogen (nitrate and nitrite)",""
"2004-08-05",0.05,"Phosphorus","0.003"
"2004-08-05",0.05,"Phosphorus","0.006999999999999999"
"2004-08-05",0.5,"Temperature, water","22.7"
"2004-08-05",1,"pH","7.0"
"2004-08-05",1,"Specific conductance","30.0"
"2004-08-05",1.5,"pH","7.0"
"2004-08-05",1.5,"Specific conductance","29.0"
"2004-08-05",1.5,"Temperature, water","22.0"
"2004-08-05",2,"Specific conductance","29.0"
"2004-08-05",2,"Temperature, water","22.0"
"2004-08-05",2.5,"pH","7.0"
"2004-08-05",2.5,"Specific conductance","29.0"
"2004-08-05",2.5,"Temperature, water","21.9"
"2004-08-05",3,"pH","6.9"
"2004-08-05",3,"Specific conductance","30.0"
"2004-08-05",3,"Temperature, water","21.7"
"2004-08-05",3.5,"pH","6.3"
"2004-08-05",3.5,"Specific conductance","31.0"
"2004-08-05",3.5,"Temperature, water","20.3"
"2004-09-23",0.05,"Ammonia and ammonium",""
"2004-09-23",0.05,"Organic Nitrogen",""
"2004-09-23",0.05,"Organic Nitrogen",""
"2004-09-23",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-09-23",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"2004-09-23",0.05,"Depth, Secchi disk depth","2.0"
"2004-09-23",0.05,"pH","6.8"
"2004-09-23",0.05,"pH","7.0"
"2004-09-23",0.05,"Specific conductance","32.0"
"2004-09-23",0.05,"Specific conductance","27.0"
"2004-09-23",0.05,"Temperature, water","16.8"
"2004-09-23",0.05,"Alkalinity, total","6.0"
"2004-09-23",0.05,"Chloride","0.23"
"2004-09-23",0.05,"Sulfate","2.75"
"2004-09-23",0.05,"Ammonia and ammonium",""
"2004-09-23",0.05,"Inorganic nitrogen (nitrate and nitrite)",""
"2004-09-23",0.05,"Phosphorus","0.003"
"2004-09-23",0.05,"Phosphorus","0.012"
"2004-09-23",0.05,"pH","6.8"
"2004-09-23",0.05,"Specific conductance","27.0"
"2004-09-23",0.05,"Temperature, water","16.8"
"2004-09-23",1,"pH","6.8"
"2004-09-23",1,"Specific conductance","27.0"
"2004-09-23",1,"Temperature, water","16.8"
"2004-09-23",2,"pH","6.8"
"2004-09-23",2,"Specific conductance","27.0"
"2004-09-23",2,"Temperature, water","16.8"
"2004-09-23",3,"pH","6.8"
"2004-09-23",3,"Specific conductance","27.0"
"2004-09-23",3,"Temperature, water","16.7"
"2004-09-23",4,"pH","6.8"
"2004-09-23",4,"Specific conductance","27.0"
"2004-09-23",4,"Temperature, water","16.7"
"2005-05-13",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.53"
"2005-05-13",0.05,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.62"
"2005-05-13",0.05,"Depth, Secchi disk depth","3.2"
"2005-05-13",0.05,"pH","6.5"
"2005-05-13",0.05,"pH","6.9"
"2005-05-13",0.05,"Specific conductance","28.0"
"2005-05-13",0.05,"Specific conductance","27.0"
"2005-05-13",0.05,"Temperature, water","11.1"
"2005-05-13",0.05,"Alkalinity, total","4.0"
"2005-05-13",0.05,"Chloride","0.24"
"2005-05-13",0.05,"Sulfate","3.28"
"2005-05-13",0.05,"Ammonia and ammonium","0.10300000000000001"
"2005-05-13",0.05,"Ammonia and ammonium","0.08"
"2005-09-14",0.05,"Temperature, water","19.2"
"2005-05-13",0.05,"Inorganic nitrogen (nitrate and nitrite)","0.05"
"2005-05-13",0.05,"Organic Nitrogen","0.4"
"2005-05-13",0.05,"Organic Nitrogen","0.49"
"2005-05-13",0.05,"Phosphorus","0.006"
"2005-05-13",0.05,"Phosphorus","0.011000000000000001"
"2005-09-14",0.05,"Depth, Secchi disk depth","1.5"
"2005-09-14",0.05,"pH","6.5"
"2005-09-14",0.05,"Specific conductance","31.0"
"2006-05-16",0.05,"Depth, Secchi disk depth","3.5"
"2006-05-16",0.05,"pH","6.5"
"2006-05-16",0.05,"Specific conductance","24.0"
"2006-05-16",0.05,"Temperature, water","15.4"
"1977-03-14",0.67056,"Specific conductance","50.0"
"1977-03-14",0.67056,"Temperature, water","1.5"
"1977-03-14",0.67056,"Alkalinity, total","13.0"
"1977-08-22",1.0668,"Turbidity","8.0"
"1980-05-13",0.48768,"Depth, Secchi disk depth","0.5"
"1980-05-13",0.48768,"pH","7.4"
"1980-05-13",0.48768,"Specific conductance","100.0"
"1980-05-13",0.48768,"Temperature, water","10.5"
"1980-05-13",0.48768,"Alkalinity, total","31.0"
"1980-05-13",0.48768,"Inorganic nitrogen (nitrate and nitrite)","0.009000000000000001"
"1980-05-13",0.48768,"Inorganic nitrogen (nitrate and nitrite)","0.009000000000000001"
"1980-05-13",0.48768,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.1"
"1980-05-13",0.48768,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","4.9"
"1980-05-13",0.48768,"Phosphorus","0.028999999999999998"
"1980-05-13",0.48768,"Phosphorus","0.042"
"1980-08-05",0.6096,"Depth, Secchi disk depth","0.3"
"1980-08-05",0.6096,"pH","7.5"
"1980-08-05",0.6096,"Specific conductance","98.0"
"1980-08-05",0.6096,"Temperature, water","18.0"
"1980-08-05",0.6096,"Alkalinity, total","43.0"
"1980-08-05",0.6096,"Chloride","1.2"
"1980-08-05",0.6096,"Sulfate","5.3"
"1982-08-16",0.79248,"pH","9.7"
"1980-08-05",0.6096,"Total suspended solids","87.0"
"1980-08-05",0.6096,"Ammonia and ammonium","0.11"
"1980-08-05",0.6096,"Ammonia and ammonium","0.09"
"1980-08-05",0.6096,"Inorganic nitrogen (nitrate and nitrite)","0.01"
"1980-08-05",0.6096,"Inorganic nitrogen (nitrate and nitrite)","0.01"
"1980-08-05",0.6096,"Organic Nitrogen","0.14"
"1980-08-05",0.6096,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.24"
"1980-08-05",0.6096,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.1"
"1980-08-05",0.6096,"Phosphorus","0.013999999999999999"
"1980-08-05",0.6096,"Phosphorus","0.071"
"1981-05-05",1.15824,"Depth, Secchi disk depth","1.2"
"1981-05-05",1.15824,"pH","6.9"
"1981-05-05",1.15824,"pH","7.4"
"1981-05-05",1.15824,"Specific conductance","94.0"
"1981-05-05",1.15824,"Specific conductance","82.0"
"1981-05-05",1.15824,"Temperature, water","10.2"
"1981-05-05",1.15824,"Alkalinity, total","41.0"
"1981-05-05",1.15824,"Inorganic nitrogen (nitrate and nitrite)","0.02"
"1981-05-05",1.15824,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.75"
"1981-05-05",1.15824,"Phosphorus","0.017"
"1981-05-05",1.15824,"Phosphorus","0.024"
"1981-08-18",1.18872,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"1981-08-18",1.18872,"Depth, Secchi disk depth","1.3"
"1981-08-18",1.18872,"pH","7.6"
"1981-08-18",1.18872,"pH","7.4"
"1981-08-18",1.18872,"Specific conductance","88.0"
"1981-08-18",1.18872,"Specific conductance","92.0"
"1981-08-18",1.18872,"Temperature, water","20.9"
"1981-08-18",1.18872,"Alkalinity, total","39.0"
"1981-08-18",1.18872,"Inorganic nitrogen (nitrate and nitrite)",""
"1981-08-18",1.18872,"Phosphorus","0.017"
"1981-08-18",1.18872,"Phosphorus","0.040999999999999995"
"1982-08-16",0.79248,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",""
"1982-08-16",0.79248,"Depth, Secchi disk depth","0.8"
"1982-08-16",0.79248,"pH","8.0"
"1982-08-16",0.79248,"Specific conductance","80.0"
"1982-08-16",0.79248,"Specific conductance","90.0"
"1982-08-16",0.79248,"Temperature, water","22.4"
"1982-08-16",0.79248,"Inorganic nitrogen (nitrate and nitrite)",""
"1982-08-16",0.79248,"Phosphorus","0.008"
"1982-08-16",0.79248,"Phosphorus","0.062"
"2001-10-01",NA,"Depth, Secchi disk depth","1.2"
"2003-06-09",NA,"Depth, Secchi disk depth","0.7"
"2002-06-11",NA,"Depth, Secchi disk depth","0.5"
"1977-03-14",0.67056,"Ammonia and ammonium","59.0"
"1977-03-14",0.67056,"Turbidity","6.0"
"1977-03-14",0.67056,"pH","7.1"
"1977-03-14",0.67056,"Ammonia and ammonium","0.245"
"1977-03-14",0.67056,"Ammonia and ammonium","0.19"
"1977-03-14",0.67056,"Inorganic nitrogen (nitrate and nitrite)","0.24"
"1977-03-14",0.67056,"Inorganic nitrogen (nitrate and nitrite)","0.28"
"1977-03-14",0.67056,"Organic Nitrogen","0.35"
"1977-03-14",0.67056,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.76"
"1977-03-14",0.67056,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.82"
"1977-03-14",0.67056,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","3.6"
"1977-03-14",0.67056,"Phosphorus","0.01"
"1977-03-14",0.67056,"Phosphorus","0.02"
"1977-03-14",0.67056,"Inorganic nitrogen (nitrate and nitrite)","0.0"
"1977-03-14",0.67056,"Phosphorus","160.0"
"1977-08-22",0.9144,"Depth, Secchi disk depth","0.6"
"1977-08-22",0.9144,"Turbidity","8.0"
"1977-08-22",0.9144,"pH","7.8"
"1977-08-22",0.9144,"Specific conductance","111.0"
"1977-08-22",0.9144,"Temperature, water","17.5"
"1977-08-22",0.9144,"Alkalinity, total","48.0"
"1977-08-22",0.9144,"Ammonia and ammonium","0.09"
"1977-08-22",0.9144,"Ammonia and ammonium","0.07"
"1977-08-22",0.9144,"Inorganic nitrogen (nitrate and nitrite)","0.01"
"1977-08-22",0.9144,"Inorganic nitrogen (nitrate and nitrite)","0.01"
"1977-08-22",0.9144,"Organic Nitrogen","0.93"
"1977-08-22",0.9144,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.48"
"1977-08-22",0.9144,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","1.0"
"1977-08-22",0.9144,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","4.5"
"1977-08-22",0.9144,"Phosphorus","0.02"
"1977-08-22",0.9144,"Phosphorus","0.05"
"1977-08-22",0.9144,"Ammonia and ammonium","0.0"
"1977-08-22",0.9144,"Inorganic nitrogen (nitrate and nitrite)","26.0"
"1977-08-22",0.9144,"Phosphorus","30.0"
"1978-05-22",NA,"Depth, Secchi disk depth","1.0"
"1978-08-14",0.9144,"Depth, Secchi disk depth","1.1"
"1978-08-14",0.9144,"pH","7.5"
"1978-08-14",0.9144,"Specific conductance","80.0"
"1978-08-14",0.9144,"Temperature, water","22.2"
"1978-08-14",0.9144,"Alkalinity, total","39.0"
"1978-08-14",0.9144,"Inorganic nitrogen (nitrate and nitrite)",""
"1978-08-14",0.9144,"Inorganic nitrogen (nitrate and nitrite)",""
"1978-08-14",0.9144,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.6"
"1978-08-14",0.9144,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","2.7"
"1978-08-14",0.9144,"Phosphorus",""
"1978-08-14",0.9144,"Phosphorus","0.05"
"1978-08-14",0.9144,"Inorganic nitrogen (nitrate and nitrite)","1.0"
"1978-08-14",0.9144,"Phosphorus","500.0"
"1978-11-08",1.2192,"Depth, Secchi disk depth","0.6"
"1978-11-08",1.2192,"pH","6.8"
"1978-11-08",1.2192,"Specific conductance","57.0"
"1978-11-08",1.2192,"Temperature, water","4.5"
"1978-11-08",1.2192,"Alkalinity, total","20.0"
"1978-11-08",1.2192,"Inorganic nitrogen (nitrate and nitrite)","0.01"
"1978-11-08",1.2192,"Inorganic nitrogen (nitrate and nitrite)","0.03"
"1978-11-08",1.2192,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","0.7"
"1978-11-08",1.2192,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","3.1"
"1978-11-08",1.2192,"Phosphorus","0.02"
"1978-11-08",1.2192,"Phosphorus","0.02"
"1978-11-08",1.2192,"Inorganic nitrogen (nitrate and nitrite)","2.0"
"1978-11-08",1.2192,"Phosphorus","450.0"
"1979-05-31",0.9144,"Depth, Secchi disk depth","1.0"
"1979-05-31",0.9144,"pH","7.3"
"1979-05-31",0.9144,"Specific conductance","73.0"
"1979-05-31",0.9144,"Temperature, water","15.1"
